Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
Chicken Breast,1,1,1,Veg,531,4.2,39.6,0.57,376.9,1142,475.5,68.9,2.6,37,15.5
Basil,1,1,1,Non-Veg,169,19.2,21.7,14.47,489.3,1232,1198.7,45.4,10.8,30,6.4
Corn,1,0,0,Non-Veg,170,11.7,45.6,10.63,68.4,135,1964.7,22.6,0.6,5,41.4
Ginger,1,1,0,Non-Veg,289,8.5,38.4,6.58,451.2,1090,615.0,37.8,5.9,42,17.4
Chickpeas,0,0,1,Veg,53,1.8,27.9,17.92,207.9,828,1598.0,82.6,4.7,45,18.7
Spinach,1,0,0,Veg,376,17.6,5.7,9.11,301.4,1441,1461.5,94.7,9.4,39,5.6
Fenugreek,0,1,1,Non-Veg,118,6.6,23.0,1.28,94.3,292,512.7,115.5,11.2,48,1.1
Cauliflower,1,0,1,Non-Veg,127,11.9,38.8,8.41,69.0,1833,98.7,31.6,11.7,18,13.4
Cheese,0,1,0,Veg,233,13.6,5.5,11.61,381.2,1530,859.4,84.9,4.2,14,18.0
Mustard Seeds,0,1,1,Veg,416,12.2,6.3,12.83,431.4,640,1889.9,42.4,12.4,29,43.6
Red Bell Pepper,1,0,1,Veg,200,3.8,43.2,7.57,280.5,1700,10.2,33.4,4.8,9,38.7
Brown Rice,1,1,1,Non-Veg,167,2.0,16.1,4.58,224.0,936,1184.9,92.7,13.0,36,5.7
Cilantro,0,0,0,Veg,436,6.5,39.2,17.01,240.4,977,936.1,4.5,13.6,3,45.3
Brown Rice,0,1,0,Veg,427,2.4,11.7,6.85,88.0,405,1237.5,130.1,15.3,19,29.2
Chili Powder,0,0,1,Veg,560,13.7,28.4,14.77,424.1,119,1148.8,132.3,14.8,11,23.0
Beef Steak,1,1,0,Veg,387,12.0,40.3,17.92,451.8,1881,381.5,12.7,2.4,38,1.6
Tomato,1,1,1,Non-Veg,393,19.9,5.2,10.24,196.7,465,1374.3,49.1,14.2,30,23.6
Brussels Sprouts,1,1,1,Non-Veg,510,4.3,28.3,15.88,69.0,1364,749.2,74.4,2.4,31,22.9
Brussels Sprouts,0,1,0,Veg,96,14.3,23.5,13.3,282.1,1543,384.2,138.2,8.3,18,25.3
Avocado,1,1,1,Non-Veg,365,10.3,22.6,17.59,372.2,1273,653.3,144.8,11.0,48,26.1
Collard Greens,1,0,1,Non-Veg,349,5.7,19.8,8.38,287.2,1075,582.6,118.3,10.1,0,22.7
Kidney Beans,0,1,0,Non-Veg,283,9.6,31.3,6.9,329.1,1011,466.4,3.9,3.2,4,38.0
Coriander,1,0,1,Veg,324,17.9,33.5,2.18,281.9,475,219.3,64.1,13.9,44,29.0
Apple,1,0,0,Veg,121,7.9,32.7,13.54,415.9,684,1821.7,27.8,8.8,31,33.4
Pork Chop,0,1,0,Non-Veg,516,7.6,6.4,1.96,390.0,307,1994.7,100.9,9.3,36,6.9
Corn,1,0,1,Veg,352,16.6,17.0,7.77,432.1,1880,1345.2,95.4,9.4,36,22.8
Corn,0,1,1,Veg,455,7.2,23.6,16.2,26.0,267,1801.6,117.0,17.7,15,49.0
Cumin,1,0,1,Veg,475,6.5,48.0,3.03,147.4,126,959.9,113.3,15.1,22,35.5
Celery,1,1,1,Veg,190,4.9,34.1,12.9,77.4,1953,249.7,15.6,18.1,49,24.5
Strawberries,0,1,0,Non-Veg,113,13.8,24.4,13.03,353.4,302,1229.2,122.1,5.3,46,17.3
Broccoli,0,0,1,Veg,357,17.6,32.3,13.62,63.5,1992,190.5,32.1,8.5,47,37.5
Cashews,0,0,0,Non-Veg,492,15.4,37.6,8.41,218.3,1553,174.4,91.5,18.1,17,3.5
Thyme,0,0,0,Veg,466,12.8,28.3,11.69,450.3,517,1918.6,146.7,6.9,20,28.4
Mango,1,0,0,Veg,585,6.4,44.8,3.86,170.3,508,1801.6,96.7,3.5,48,21.9
Carrot,1,0,1,Veg,104,5.1,19.7,3.81,60.0,1043,1570.5,50.3,18.7,46,4.7
Watermelon,1,0,0,Non-Veg,122,10.3,38.0,17.97,209.0,1843,1159.6,76.1,19.8,25,29.8
Brussels Sprouts,0,1,0,Non-Veg,330,2.1,3.1,0.82,327.4,642,1413.8,26.0,17.1,1,9.3
Corn,1,1,0,Veg,258,8.7,12.4,0.79,354.2,102,604.9,114.7,18.3,16,39.3
Fenugreek,0,1,1,Veg,291,12.3,24.9,0.82,471.5,1276,975.5,62.3,5.0,12,48.0
Cinnamon,0,1,1,Veg,205,16.9,48.7,6.21,273.7,1931,1545.3,32.1,6.8,18,41.1
Kiwi,1,1,1,Non-Veg,172,7.5,36.8,5.03,499.3,1365,1015.5,115.7,1.1,22,14.9
Fennel Seeds,1,1,0,Non-Veg,518,4.4,1.6,10.94,301.4,947,1755.8,71.8,8.6,20,32.5
Vanilla,1,1,0,Non-Veg,241,10.7,37.0,19.05,308.5,1137,843.4,71.6,10.4,48,41.7
Green Beans,1,0,1,Veg,345,9.5,10.3,1.68,493.1,1338,18.0,62.2,19.7,16,11.3
Pear,1,0,1,Non-Veg,431,7.0,39.1,11.7,70.6,1016,1283.8,14.9,13.4,13,11.5
Cilantro,1,0,1,Non-Veg,272,3.1,44.1,14.43,210.6,726,369.2,93.3,3.1,10,29.9
Sweet Potato,1,1,1,Veg,370,15.0,40.1,18.89,12.1,853,835.7,79.8,10.9,10,2.8
Peanut Butter,0,0,0,Non-Veg,304,5.6,11.5,14.86,300.7,784,419.6,102.1,16.3,26,43.7
Cashews,0,1,0,Non-Veg,131,10.5,33.0,19.88,337.3,1969,1566.8,62.0,16.5,12,26.5
Beef Steak,1,0,1,Veg,266,3.8,49.3,6.23,453.9,1760,1408.8,26.9,14.7,38,6.5
Yellow Bell Pepper,0,0,0,Non-Veg,395,19.4,47.7,18.02,189.4,1161,1451.0,23.5,16.4,23,31.1
Apple,1,0,0,Non-Veg,183,16.2,49.9,1.23,253.3,1168,858.2,54.4,2.1,0,43.5
Kidney Beans,1,0,0,Veg,369,14.8,27.2,11.76,329.3,1473,1319.7,11.5,6.6,24,33.6
Pear,0,1,1,Non-Veg,525,8.9,17.6,18.39,252.3,1513,163.3,6.7,5.6,47,5.0
Cinnamon,1,0,1,Non-Veg,524,18.0,21.6,14.53,370.8,1826,501.9,140.8,4.7,12,1.5
Milk,0,0,0,Veg,263,0.3,5.0,3.49,291.7,233,248.2,41.3,15.3,44,38.9
Cilantro,1,0,1,Non-Veg,285,12.2,34.0,7.59,110.2,1298,1518.2,30.6,5.8,6,8.1
Zucchini,0,0,1,Non-Veg,419,7.8,11.9,2.93,480.9,1261,1179.3,66.5,2.4,46,33.6
Mango,0,0,1,Non-Veg,69,0.8,40.2,6.88,39.6,970,233.0,1.2,14.6,6,25.4
Watermelon,1,1,0,Non-Veg,158,4.8,47.6,14.19,13.1,1142,1790.0,58.0,12.8,5,1.5
Banana,0,1,0,Veg,194,3.1,18.6,2.84,280.5,740,895.8,86.4,4.8,0,4.6
Garlic,1,0,1,Non-Veg,217,9.1,33.1,9.99,36.1,1929,1094.7,145.4,13.7,9,36.9
Grapes,1,1,1,Non-Veg,73,16.7,41.3,5.14,407.8,1367,929.8,145.2,6.6,12,38.7
Sweet Potato,1,1,0,Veg,437,5.2,12.1,1.47,309.1,540,15.3,3.2,1.8,42,42.4
Quinoa,1,1,0,Non-Veg,154,12.8,11.7,2.32,304.1,943,1988.8,30.8,12.6,27,23.3
Nutmeg,0,1,1,Non-Veg,458,4.5,4.6,0.55,245.4,348,946.2,58.7,6.3,34,41.4
Mustard Seeds,0,0,0,Veg,92,4.3,15.0,5.33,219.7,1061,1499.0,48.8,16.9,46,33.3
Onion,0,0,0,Veg,345,3.2,44.5,19.0,293.8,1109,1801.4,54.4,4.8,9,45.1
Green Beans,1,1,0,Non-Veg,540,9.9,5.7,10.71,31.7,534,1952.0,114.3,9.5,13,42.8
Pumpkin,0,1,0,Non-Veg,579,7.9,14.6,9.46,175.5,1849,1578.1,23.7,1.9,32,40.0
Cardamom,0,1,1,Veg,190,3.4,42.8,3.23,273.6,1742,973.2,132.1,3.3,13,42.0
Basil,0,1,1,Veg,92,7.3,41.7,8.07,85.4,1852,1667.7,142.5,19.7,42,37.8
Cheese,0,1,1,Veg,568,3.2,5.9,3.95,470.0,1257,993.4,100.9,14.3,41,43.0
Coriander,0,0,0,Non-Veg,83,7.8,36.3,8.6,371.0,86,1037.2,31.7,14.3,44,19.7
Avocado,0,0,0,Veg,412,13.4,18.9,9.71,379.9,753,996.7,97.8,3.6,11,32.8
Grapes,1,0,0,Veg,54,18.0,2.7,17.84,284.8,271,1602.7,87.1,18.3,40,45.8
Cumin,0,0,0,Non-Veg,480,6.7,3.0,14.77,161.8,1370,1505.5,9.1,4.3,5,21.1
Kale,0,1,1,Non-Veg,69,4.9,16.7,15.37,472.1,1229,445.7,93.6,12.0,45,1.2
Walnuts,1,0,1,Non-Veg,325,7.1,41.3,18.81,355.6,1025,207.2,119.2,7.5,31,8.8
Radish,0,0,0,Veg,106,7.9,42.9,14.95,295.6,302,668.1,52.6,9.5,39,35.7
Chili Powder,1,1,1,Veg,108,9.4,43.6,14.26,281.7,780,542.2,113.2,1.5,48,26.2
Turnip,0,1,1,Veg,151,7.8,9.6,14.26,211.2,1489,324.0,81.6,16.9,47,22.5
Leek,1,1,0,Veg,173,18.5,29.2,9.93,334.2,1491,63.6,134.9,0.8,16,3.0
Beet,1,1,1,Non-Veg,390,7.4,4.7,3.03,319.5,242,768.0,146.9,2.2,0,23.2
Zucchini,0,0,0,Veg,590,1.0,42.3,12.22,263.4,826,61.5,19.5,8.4,44,10.2
Parsley,1,0,1,Veg,228,15.4,45.9,7.26,232.4,1852,414.0,66.4,18.3,11,7.8
Fenugreek,1,0,1,Non-Veg,143,8.3,36.8,19.38,7.3,277,135.7,122.2,12.4,5,34.7
Yogurt,0,0,1,Non-Veg,211,13.1,5.2,4.05,483.4,1363,1553.2,130.4,4.2,28,48.2
Radish,0,0,1,Non-Veg,466,12.1,14.3,13.05,438.7,1944,1217.9,77.4,3.4,15,32.3
Thyme,1,1,0,Non-Veg,516,16.9,39.5,17.15,247.9,862,1018.9,65.3,5.0,3,20.1
Mango,0,0,1,Veg,183,14.8,27.8,8.66,66.4,1634,1797.8,67.0,11.4,10,20.5
Leek,0,1,0,Veg,528,4.3,7.5,13.4,136.4,85,482.9,2.3,10.4,6,36.4
Basil,1,1,0,Non-Veg,555,16.4,49.7,8.29,28.4,230,1642.1,39.9,18.5,32,5.1
Tofu,1,0,0,Veg,89,9.8,28.3,3.61,87.0,104,857.2,68.4,18.9,28,14.3
Watermelon,0,0,1,Non-Veg,433,6.6,6.0,4.17,191.5,1285,1783.9,46.3,9.3,38,3.2
Parsley,0,0,1,Veg,312,8.3,15.8,6.09,351.9,154,1860.2,115.8,17.3,44,31.6
Almonds,1,1,1,Veg,566,19.1,46.8,8.24,420.2,1186,405.9,131.4,7.3,10,35.5
Turmeric,1,1,1,Non-Veg,546,1.2,20.2,12.53,20.7,970,1103.8,37.7,3.2,31,9.2
Grapes,0,0,1,Veg,249,18.7,20.9,13.15,306.3,454,153.1,142.3,19.1,40,3.1
Cilantro,1,0,0,Veg,247,18.9,35.5,16.11,54.8,433,266.5,112.6,2.4,16,45.7
Radish,1,0,1,Veg,490,3.0,27.9,16.77,387.6,1585,1775.0,59.8,4.1,34,8.0
Collard Greens,1,1,1,Veg,423,7.9,14.2,0.8,96.9,1030,1895.9,115.4,14.2,40,41.5
Watermelon,0,0,1,Veg,238,15.9,29.4,9.81,295.8,311,1318.0,56.3,12.9,17,19.2
Cardamom,1,0,1,Veg,306,19.1,4.7,15.3,102.7,1900,1994.4,46.7,7.6,12,26.9
Walnuts,0,1,1,Veg,445,4.8,8.6,18.99,307.2,445,1153.7,128.0,17.8,2,22.4
Grapes,0,1,0,Veg,529,1.2,43.8,14.34,143.9,1796,1560.0,3.8,12.0,24,44.2
Cilantro,1,0,0,Non-Veg,205,13.3,8.0,5.4,192.3,85,1784.9,8.7,15.4,14,22.6
Chicken Breast,1,1,1,Non-Veg,574,1.6,34.8,7.56,196.1,1263,1956.1,66.1,2.8,30,20.7
Pumpkin,1,1,0,Non-Veg,396,4.2,17.6,19.88,361.9,1733,1424.9,80.2,7.7,44,34.3
Squash,1,1,0,Non-Veg,450,8.7,34.9,5.7,350.3,368,523.9,93.5,5.1,26,0.9
Corn,1,0,1,Veg,141,11.3,22.7,14.16,385.7,1379,319.8,29.1,18.5,17,23.7
Sage,0,0,1,Non-Veg,589,9.4,0.9,4.5,22.6,1414,367.0,66.0,11.4,26,21.8
Peach,1,1,0,Non-Veg,60,16.6,16.5,14.48,30.1,1717,1823.9,79.3,16.8,49,10.4
Lentils,1,1,1,Non-Veg,91,7.8,34.8,1.94,294.1,1796,1728.1,97.5,0.7,19,0.5
Oatmeal,0,0,0,Veg,240,10.4,8.5,9.05,454.8,1612,188.7,32.5,15.4,10,8.4
Plum,1,1,1,Non-Veg,371,10.1,34.3,6.0,488.7,521,844.4,83.7,6.4,4,45.4
Fennel Seeds,1,0,0,Non-Veg,159,4.1,42.4,0.58,497.3,1126,42.9,18.9,1.4,31,5.5
Pumpkin,0,0,0,Non-Veg,129,7.5,7.2,3.23,184.4,1617,1925.7,122.1,2.7,3,41.8
Mango,0,1,1,Veg,494,18.5,12.1,1.07,273.3,1428,242.0,37.0,6.5,1,45.8
Cloves,1,0,0,Non-Veg,357,9.5,25.3,3.56,92.7,1339,1856.7,144.0,2.5,46,4.1
Coriander,0,1,1,Non-Veg,390,2.4,5.9,13.89,101.2,608,1035.7,126.9,1.4,28,13.5
Plum,1,0,0,Non-Veg,429,12.0,46.7,3.12,303.5,1385,1586.8,55.9,2.4,16,8.6
Pineapple,1,0,1,Non-Veg,440,9.4,49.2,19.32,358.8,378,1910.1,137.4,17.5,16,9.5
Tofu,0,0,0,Veg,569,11.6,28.6,3.26,279.4,1344,1263.6,56.2,7.7,46,26.4
Parsnip,1,0,1,Veg,227,18.9,15.2,19.34,472.2,1544,592.7,36.4,8.7,18,33.2
Fenugreek,0,0,0,Non-Veg,258,11.2,16.3,14.87,161.4,1536,1485.5,118.6,9.8,24,7.9
Kiwi,0,0,1,Veg,173,16.0,21.3,5.66,89.4,163,156.8,113.8,15.7,17,14.3
Plum,1,1,0,Non-Veg,472,10.5,43.1,17.54,217.4,1510,51.8,44.5,4.8,22,28.7
Pear,1,0,1,Veg,80,10.2,40.6,19.57,488.3,1482,385.6,1.7,13.6,38,7.1
Sweet Potato,0,0,0,Non-Veg,309,15.8,45.0,18.96,293.3,855,1486.8,118.5,17.6,33,13.0
Thyme,0,0,0,Veg,74,7.2,46.3,7.09,53.9,711,1201.6,107.6,18.9,0,34.3
Chicken Breast,0,0,1,Veg,213,9.9,16.9,6.68,170.4,1050,1734.5,51.0,13.9,7,43.8
Peach,0,1,0,Veg,465,13.9,35.9,2.96,430.8,1970,1695.8,139.5,19.8,32,43.7
Cashews,0,0,0,Non-Veg,281,18.6,10.7,19.95,308.2,46,758.9,95.1,17.9,15,0.4
Pumpkin,1,0,0,Non-Veg,573,12.3,33.8,4.86,421.1,1021,377.3,133.2,13.4,33,22.7
Squash,0,1,1,Non-Veg,417,11.4,28.2,0.96,58.6,1466,186.5,110.2,18.1,28,42.6
Mustard Seeds,0,0,1,Veg,554,4.4,16.2,5.59,264.6,376,822.6,93.3,15.1,21,12.2
Turkey,0,1,1,Veg,395,5.8,4.5,14.8,355.0,274,1805.0,135.4,10.5,27,42.0
Spinach,1,1,1,Veg,201,6.2,18.2,15.84,130.4,413,1004.7,91.6,9.9,24,20.2
Collard Greens,0,0,1,Veg,373,14.5,20.2,1.14,363.2,520,1030.0,27.1,19.6,16,37.4
Ginger,1,1,1,Non-Veg,296,14.3,43.8,19.53,253.2,663,602.8,129.2,14.3,47,15.3
Celery,0,0,0,Veg,210,5.1,46.0,18.78,376.7,1659,1947.6,128.4,4.9,42,29.1
Cauliflower,0,0,0,Non-Veg,419,0.7,47.5,0.69,261.6,1004,305.6,69.9,14.0,42,3.2
Coriander,1,1,0,Veg,473,1.8,14.4,9.05,348.5,1680,1460.3,3.5,0.6,0,15.7
Salmon,0,0,1,Veg,491,13.3,43.3,9.21,178.2,1326,842.8,105.8,5.1,17,44.6
Apple,1,0,0,Veg,185,12.9,39.4,9.89,439.0,312,1362.9,4.7,18.0,43,1.4
Leek,1,0,0,Veg,444,17.2,46.5,12.75,205.7,1081,670.2,119.7,14.2,48,30.0
Raspberries,1,1,0,Non-Veg,326,0.8,30.0,15.46,404.3,1457,648.1,68.1,19.5,46,27.6
Cinnamon,0,0,0,Non-Veg,303,1.4,2.7,2.94,156.7,1228,1713.0,120.3,15.5,19,38.2
Turkey,1,0,1,Veg,450,16.9,31.8,9.38,244.8,89,867.9,38.4,10.0,33,9.3
Cinnamon,1,0,1,Non-Veg,371,15.3,33.9,4.07,224.3,298,322.2,62.1,6.5,21,26.5
Pineapple,0,1,0,Veg,413,19.3,26.5,5.42,389.4,617,539.0,50.0,5.0,31,46.0
Corn,0,0,1,Veg,382,7.0,3.3,6.3,348.8,851,39.4,63.6,11.4,34,15.3
Apple,0,1,1,Veg,520,16.8,47.0,6.78,313.1,1650,538.9,62.4,4.4,39,26.9
Pork Chop,0,0,1,Veg,62,6.6,5.5,8.94,260.1,742,110.4,113.2,10.2,7,27.3
Collard Greens,0,1,0,Non-Veg,265,15.4,0.9,10.31,56.3,1046,394.0,143.0,13.6,4,26.8
Brussels Sprouts,0,1,1,Non-Veg,507,13.3,21.7,6.09,141.9,1875,1893.2,111.7,17.5,37,13.1
Paprika,1,1,0,Veg,78,12.2,15.8,11.31,13.9,338,628.8,89.2,17.6,46,11.4
Quinoa,0,1,1,Non-Veg,469,6.0,37.8,6.27,301.6,133,1531.2,64.8,1.9,47,3.4
Cucumber,1,1,0,Veg,449,4.5,16.3,15.19,67.9,1592,968.9,148.6,13.5,22,15.2
Paprika,1,0,1,Non-Veg,306,12.3,17.9,17.38,68.5,332,1795.7,20.4,8.2,17,22.4
Yellow Bell Pepper,0,1,0,Veg,505,6.2,48.0,14.95,313.8,1784,1154.5,98.8,1.9,29,10.6
Carrot,1,1,0,Non-Veg,545,15.7,10.9,16.19,349.2,1047,722.2,41.1,12.9,16,15.6
Avocado,1,1,0,Veg,307,18.0,37.8,9.01,50.8,773,753.6,110.0,2.3,11,39.8
Spinach,0,0,0,Veg,221,8.6,9.6,9.72,244.6,1393,1672.8,42.6,6.1,11,5.3
Squash,0,1,1,Veg,251,12.1,21.1,1.31,50.1,1241,1651.4,26.5,9.5,44,42.1
Walnuts,0,0,1,Veg,342,4.6,34.7,13.39,44.3,14,1669.9,93.6,3.4,0,39.3
Banana,1,0,0,Non-Veg,204,12.6,36.0,4.13,319.3,285,921.7,137.5,6.7,33,25.1
Salmon,1,1,1,Non-Veg,224,6.6,39.6,12.71,373.6,1050,666.2,62.2,5.9,40,30.7
Leek,0,0,0,Non-Veg,469,10.0,6.2,5.55,136.7,310,991.4,63.7,12.6,25,33.4
Mango,0,0,1,Veg,134,15.9,16.3,9.1,209.7,1752,1100.3,97.8,2.5,27,5.2
Raspberries,1,0,1,Non-Veg,249,10.4,24.2,19.28,258.1,713,1916.5,105.9,19.6,31,29.2
Radish,1,0,0,Non-Veg,588,6.0,10.8,18.28,437.4,1589,1095.1,38.2,0.3,4,24.5
Zucchini,0,1,1,Non-Veg,225,13.0,36.6,1.22,320.4,148,261.6,108.8,14.9,31,32.6
Kidney Beans,1,1,0,Non-Veg,187,14.0,46.0,18.78,428.9,1613,1122.0,72.5,0.4,33,26.8
Red Bell Pepper,1,0,0,Non-Veg,430,16.0,36.1,12.97,120.7,925,1555.8,138.8,5.0,1,14.5
Turmeric,1,1,0,Veg,501,13.5,20.9,12.52,263.8,1659,500.2,55.8,8.4,23,22.3
Brussels Sprouts,1,1,1,Non-Veg,495,19.7,22.8,2.18,343.8,358,684.1,57.0,8.0,41,18.0
Cucumber,0,1,0,Veg,322,0.4,42.3,17.04,116.8,288,1884.6,148.4,6.2,5,36.5
Cumin,1,1,1,Non-Veg,359,12.9,20.9,11.74,88.2,1541,1871.3,124.5,14.9,10,7.1
Watermelon,1,1,1,Veg,363,1.9,30.3,0.56,329.4,1300,187.4,8.4,17.5,47,35.2
Salmon,1,1,0,Non-Veg,319,17.6,20.2,14.98,89.2,1432,1928.5,64.4,10.5,22,30.8
Paprika,1,0,0,Non-Veg,590,1.4,30.4,19.02,329.0,1211,1406.9,132.3,12.2,20,9.0
Parsley,1,0,1,Veg,508,20.0,40.7,13.96,128.3,358,1828.1,129.9,7.8,34,41.7
Eggplant,0,1,1,Veg,401,15.9,46.9,6.41,220.0,1352,951.8,75.2,8.8,23,38.9
Chickpeas,0,0,1,Veg,127,19.8,49.2,14.7,280.4,1634,1164.0,135.2,17.6,20,29.8
Strawberries,1,1,1,Veg,232,17.0,4.0,12.06,194.2,34,387.4,27.9,5.6,24,12.4
Cumin,0,0,0,Veg,110,4.8,22.1,6.22,141.9,392,492.5,112.8,1.9,49,31.4
Brussels Sprouts,1,0,0,Non-Veg,522,3.8,20.4,8.08,459.0,1649,287.5,90.0,8.2,24,17.0
Pear,1,1,0,Non-Veg,174,4.8,46.6,8.07,471.4,1669,524.3,65.4,7.5,4,32.7
Cinnamon,1,0,1,Non-Veg,153,4.8,2.5,14.74,97.4,960,91.9,5.9,17.0,43,22.1
Chili Powder,1,1,1,Non-Veg,381,10.4,19.1,4.84,446.2,228,1936.5,12.0,5.4,0,38.0
Almonds,0,0,0,Non-Veg,226,10.8,44.6,14.47,32.2,144,1346.7,65.7,6.3,28,10.2
Cauliflower,1,0,1,Non-Veg,331,17.0,43.8,1.54,21.0,29,120.8,39.4,7.3,11,16.5
Quinoa,1,0,0,Veg,293,5.9,46.3,11.68,333.7,820,700.3,127.1,2.1,6,3.8
Avocado,0,1,1,Non-Veg,249,4.9,15.1,3.47,157.2,968,1250.4,103.7,2.2,6,26.7
Mushrooms,1,1,0,Veg,489,6.4,9.6,16.03,149.1,1740,962.5,148.5,15.8,17,3.7
Pineapple,1,0,0,Veg,386,1.1,30.8,5.04,214.6,549,85.2,136.3,6.6,17,38.8
Mango,1,0,0,Non-Veg,442,1.5,26.6,18.21,93.9,108,1604.6,102.5,17.0,34,26.8
Blueberries,0,1,0,Non-Veg,405,6.2,33.9,7.4,440.9,303,1338.2,43.6,2.5,5,29.2
Kiwi,1,0,0,Non-Veg,103,14.9,9.6,7.62,53.6,354,1060.3,115.1,16.1,39,48.7
Eggs,0,1,0,Veg,526,11.5,48.5,16.72,358.4,1638,121.5,93.0,10.2,9,44.8
Paprika,1,0,0,Non-Veg,292,4.5,12.6,15.13,135.4,427,1959.5,126.0,9.1,31,36.3
Red Bell Pepper,0,0,1,Veg,562,15.4,22.3,8.25,280.4,1447,431.2,118.0,18.0,20,42.5
Leek,1,0,1,Non-Veg,104,8.3,37.1,19.15,280.4,1748,1279.3,72.6,11.2,0,39.8
Kiwi,0,0,0,Non-Veg,403,16.8,47.7,18.22,141.4,431,825.4,37.9,14.4,46,18.2
Pineapple,0,1,1,Non-Veg,93,18.0,25.9,6.85,384.4,802,626.2,25.4,16.7,3,35.0
Cheese,0,1,1,Veg,404,16.1,9.9,19.81,121.2,423,1602.5,144.0,12.5,34,21.1
Carrot,1,0,1,Veg,445,19.6,31.3,2.86,49.9,1769,1029.3,31.4,5.3,49,40.4
Beef Steak,1,0,1,Non-Veg,419,7.4,6.7,16.55,55.9,1972,1557.6,146.9,3.4,24,7.6
Turmeric,0,0,1,Veg,319,0.2,22.7,9.9,462.2,319,333.2,67.6,12.6,3,42.1
Pumpkin,0,1,0,Non-Veg,475,1.0,8.5,8.35,237.5,46,1314.1,103.1,18.4,4,13.2
Milk,1,0,1,Non-Veg,281,18.4,12.4,15.25,423.7,1812,1281.7,39.6,16.2,5,0.8
Apricot,1,0,0,Non-Veg,272,13.7,44.0,12.53,433.6,314,335.6,120.7,18.8,4,47.9
Fenugreek,1,0,0,Non-Veg,164,3.3,33.6,10.48,339.3,1912,1083.1,113.9,1.9,36,32.6
Pineapple,0,1,1,Non-Veg,51,13.7,36.5,2.81,479.8,531,1578.4,68.1,4.2,26,47.8
Spinach,0,1,1,Veg,89,18.5,9.1,18.9,351.2,317,137.8,89.0,13.1,30,28.2
Red Bell Pepper,0,1,1,Non-Veg,453,12.2,47.2,8.54,359.0,1618,885.4,7.0,1.5,28,13.5
Radish,0,0,1,Non-Veg,149,15.4,3.7,14.06,52.5,372,1877.9,31.5,13.0,45,15.0
Oatmeal,0,1,1,Veg,541,18.0,47.3,13.18,457.5,1920,642.0,135.7,8.4,35,46.0
Cucumber,1,0,1,Veg,366,11.9,12.9,5.93,111.9,531,312.3,85.7,12.8,1,15.2
Broccoli,1,0,1,Veg,415,18.3,3.6,4.79,437.2,1195,604.8,125.9,6.8,22,9.3
Avocado,1,0,0,Veg,332,16.6,23.7,16.99,366.9,640,1919.7,132.2,2.5,40,48.7
Green Beans,0,0,1,Veg,72,4.1,25.1,2.33,325.6,197,70.7,75.0,8.7,46,33.8
Milk,0,0,1,Veg,101,5.1,39.9,5.41,168.5,1565,531.5,62.7,14.4,33,19.7
Parsnip,0,0,1,Non-Veg,54,18.7,32.3,7.91,148.2,903,796.9,25.2,5.0,36,8.5
Ginger,1,1,0,Non-Veg,348,12.5,19.1,18.62,466.3,14,1342.7,102.2,18.3,35,23.5
Turnip,1,1,0,Veg,412,4.7,30.8,8.34,321.0,1612,1816.7,58.0,7.0,5,40.3
Salmon,0,1,1,Non-Veg,561,1.7,30.4,4.9,48.5,802,303.6,84.9,7.5,43,48.9
Beef Steak,1,1,0,Veg,448,19.4,46.8,9.24,232.1,349,289.1,88.6,5.1,27,33.9
Celery,0,0,1,Veg,321,7.9,2.3,6.0,438.5,279,1884.4,132.1,17.5,2,28.2
Mushrooms,1,1,0,Non-Veg,345,11.4,32.8,6.4,215.9,394,1462.0,70.6,4.9,34,30.8
Apricot,0,1,1,Veg,480,17.6,37.9,8.95,328.3,1617,746.5,83.7,4.9,16,30.4
Milk,0,0,0,Non-Veg,292,2.4,29.3,1.64,394.0,625,788.9,93.2,11.5,43,33.8
Tofu,0,1,1,Non-Veg,114,8.6,43.6,2.59,55.2,1180,979.2,62.9,14.0,14,22.1
Beef Steak,1,1,0,Non-Veg,386,3.0,48.1,19.97,413.3,88,490.4,21.2,3.2,18,24.9
Avocado,1,1,0,Non-Veg,397,19.4,12.8,17.26,317.5,1983,894.0,68.1,3.0,11,38.8
Salmon,0,1,0,Veg,350,19.8,43.6,10.84,375.5,753,670.3,9.4,0.4,49,5.9
Turnip,1,1,0,Non-Veg,58,2.0,25.9,1.25,406.7,1612,36.8,30.0,3.7,25,24.8
Brown Rice,1,0,0,Non-Veg,459,11.2,35.1,9.16,147.1,589,1190.5,112.2,4.0,43,33.5
Broccoli,1,0,0,Non-Veg,50,11.5,13.2,10.39,139.8,327,819.8,94.0,11.4,48,28.7
Oatmeal,0,0,0,Non-Veg,567,6.0,41.4,14.0,161.1,1644,675.7,119.0,8.1,45,19.4
Black Beans,0,1,0,Veg,564,3.7,23.8,4.15,37.5,1247,202.6,96.2,14.2,34,22.5
Chickpeas,0,1,1,Veg,204,16.7,35.4,11.27,251.9,29,889.4,71.4,2.8,48,37.6
Spinach,1,0,0,Veg,408,16.3,43.5,9.56,346.7,1144,1199.1,48.2,9.8,3,34.7
Walnuts,1,0,1,Veg,247,14.3,31.6,9.45,128.6,714,178.4,78.1,16.2,32,3.3
